ID;Vraag;Volwassenheidsniveau 1;Volwassenheidsniveau 2;Volwassenheidsniveau 3;Volwassenheidsniveau 4;Volwassenheidsniveau 5
DM.06;Er zijn procedures vastgesteld en ingevoerd om ervoor te zorgen dat bij het verwijderen of overdragen van gegevens of hardware wordt voldaan aan voorwaarden voor het beschermen van (gevoelige) gegevens en software.;We verwijderen gegevens zomaar, zonder vaste manier. Er is geen plan om te zorgen dat het veilig gebeurt.;We hebben een simpele, informele manier om apparaten met gevoelige gegevens via één plek te verwijderen, maar dat is niet officieel. Sommige mensen weten wat ze moeten doen, maar dat is niet overal duidelijk.;We hebben een officieel plan om gegevens en apparaten veilig te verwijderen of over te dragen. Dit staat op papier en we doen het overal zo. We maken apparaten met gevoelige informatie zo schoon mogelijk voordat ze weg mogen. Wie dit moet doen, is duidelijk vastgelegd, en we zorgen dat het past bij onze doelen en de wet.;Als we apparaten wegdoen, brengen we ze veilig naar een plek waar niemand zomaar bij kan. We schrijven op wat we wegdoen, zodat we het kunnen terugvinden. Regelmatig, minstens één keer per jaar, kijken we of ons plan goed werkt en maken we het beter als dat nodig is. Dit houdt onze gegevens veilig.;We hebben een vaste manier om apparaten uit onze lijst te halen als ze weg zijn, en we houden bij wat er gebeurt in een logboek. Dit zit vast in hoe we met gegevens omgaan, van begin tot eind. Zo weten we zeker dat alles goed en veilig verwijderd wordt, en we verliezen niets uit het oog.
ID.01;De organisatie heeft in een autorisatiematrix toegangsgroepen of rollen gedefinieerd op basis van – door het schoolbestuur – vastgestelde regels, waaronder functiescheiding. Er zijn procedures vastgesteld die tijdige initiatie en update in de autorisatiematrices voor alle toepassingen regelen. Het schoolbestuur keurt wijzigingen in vastgestelde rechten voor toegangsgroepen of rollen goed. Alle gebruikersactiviteiten zijn traceerbaar tot op het individu, bijvoorbeeld gebaseerd op een combinatie van gebruikersnaam en wachtwoord, token of biometrische informatie.;Er is geen beleid over wie toegang heeft tot wat. We hebben geen overzicht van wie wat mag (matrix), en we kunnen niet zien wie wat doet in onze systemen.;We hebben een simpele, informele lijst van wie wat mag, maar die is niet officieel vastgelegd. Mensen met veel toegang kunnen we volgen, bijvoorbeeld met een naam en wachtwoord. We proberen te zorgen dat toegang past bij wat iemand nodig heeft, maar dat is niet altijd goed geregeld.;We hebben een officiële lijst (matrix) van wie wat mag, en die is goedgekeurd door het schoolbestuur. Dit staat op papier en iedereen weet ervan. We hebben regels om te zorgen dat toegang snel wordt gegeven of aangepast als dat nodig is. Het schoolbestuur keurt veranderingen goed. We kunnen zien wie wat doet, bijvoorbeeld met een naam en wachtwoord, en houden dat bij in één plek.;We zorgen dat onze lijst van wie wat mag altijd up-to-date is en goed werkt, met slimme en goedkope manieren. We controleren dit regelmatig, minstens één keer per jaar, en schrijven op wat we vinden. Als er iets niet klopt, maken we het beter, zodat alles veilig en goed geregeld blijft.;We kijken steeds hoe goed onze lijst en systemen werken, en maken ze beter waar nodig. Dit doen we continu, zodat we altijd weten wie wat mag en doet. Alles is goed beveiligd en past bij wat we nu nodig hebben.
ID.02;Toegangsrechten van medewerkers worden toegewezen in overeenstemming met de toegewezen taakverantwoordelijkheden, bijvoorbeeld via op rollen gebaseerde toegang. Beheerprocedures zijn beschikbaar voor het aanvragen, uitgeven of sluiten van een account en de bijbehorende toegangsrechten voor gebruikers. Deze procedure omvat tevens de methode om deze activiteiten op de juiste wijze te autoriseren. Toegang wordt verschaft op basis van het need-to-know/need-to-have-principe.;Er is geen beleid over wie toegang krijgt tot wat. We hebben geen vaste manier om accounts te maken of te stoppen. Toegang geven we zomaar, en mensen kunnen meer zien dan ze nodig hebben.;We hebben een simpele, informele regel over wie accounts en toegang krijgt, ook voor mensen van buiten en beheerders. We hebben een manier om accounts te regelen, maar die is niet officieel. Toegang past bij wat iemand nodig heeft en is veilig, maar als iemand weggaat, blokkeren we het account niet altijd op tijd.;We hebben een officieel beleid over accounts en toegang, dat is geschreven en gedeeld met iedereen. Dit geldt voor iedereen: medewerkers, externen en beheerders. We hebben een vaste manier om accounts aan te vragen, te geven en te stoppen, en de eigenaar van de gegevens keurt het goed. Wie wat mag doen is goed gescheiden. Toegang geven we alleen als iemand het echt nodig heeft voor zijn werk.;We kijken regelmatig, minstens één keer per jaar, of de toegang van medewerkers nog past bij wat ze doen. Als er iets niet klopt, maken we het beter en schrijven dat op. Dit houdt alles veilig en overzichtelijk.;We controleren steeds hoe goed we accounts en toegang regelen, en maken het beter waar nodig. We gebruiken slimme systemen (zoals provisioning) om dit automatisch te doen. Zo weten we zeker dat iedereen alleen krijgt wat hij nodig heeft, en dat blijft up-to-date.
ID.03;Het schoolbestuur heeft maatregelen ingevoerd die ervoor zorgen dat superusertoegang beperkt is tot de juiste (beperkte) groep individuen en dat activiteiten die worden uitgevoerd met superuseraccounts worden gemonitord. Superuseraccounts moeten worden goedgekeurd door het verantwoordelijk management.;Er is geen regel over wie extra veel toegang (superuser) mag hebben. Iedereen kan het zomaar krijgen, en we kijken niet wat ze doen.;We hebben een simpele, informele regel over wie superusertoegang krijgt, maar die is niet officieel. Het schoolbestuur keurt het goed, maar alleen als er iets misgaat kijken we wat er gebeurd is met die toegang.;We hebben een officieel plan over wie superusertoegang krijgt, en dat is geschreven en gedeeld. Alleen een kleine groep mensen mag het hebben, en het schoolbestuur keurt dat goed. We schrijven op wie het heeft en wat ze ermee doen, en kijken dat na om te zorgen dat het klopt.;We kijken steeds wat mensen met superusertoegang doen, en controleren minstens één keer per jaar of ons plan goed werkt. Als er iets niet klopt, maken we het beter, zodat alles veilig blijft.;We verbeteren ons plan voor superusertoegang steeds, als onderdeel van ons toegangsbeheer (IAM). Als er iets fout gaat of beter kan, melden we dat aan het schoolbestuur. Dit houdt onze systemen veilig en goed geregeld.
ID.04;Er is een procedure vastgesteld om in geval van nood toegang van accounts met superuserrechten te beheren.;Er is geen plan voor wat we doen bij een noodgeval met superusertoegang. We kijken niet wat er gebeurt als iemand het gebruikt.;We hebben een simpele manier voor noodgevallen met superusertoegang, maar die is niet officieel. Sommige mensen mogen het geven, en we schrijven op wat er gebeurt. Na afloop veranderen we wachtwoorden.;We hebben een officieel plan voor noodgevallen met superusertoegang, dat is geschreven en gedeeld. We houden bij wie het gebruikt en wat ze doen, en kijken dat na om te zien of alles goed ging. Wachtwoorden veranderen we altijd na een noodgeval.;We controleren regelmatig, minstens één keer per jaar, of ons noodplan goed werkt en of we het goed doen. We schrijven op wat we vinden en maken het beter als dat nodig is.;We gebruiken slimme systemen (zoals PAM-tools) om superusertoegang in noodgevallen te regelen. We verbeteren ons plan steeds na controles, en melden fouten of ideeën aan het schoolbestuur. Dit houdt alles veilig en overzichtelijk.
ID.05;Het management beoordeelt periodiek de gebruikerstoegang die ingevoerd is voor de relevante applicaties (IST-situatie) om de juistheid van accounts en rollen (de toegangsrechten) te bevestigen, en valideert dat toegangsrechten passend zijn voor toegewezen taken, zoals bepaald door de toegangsregels (SOLL-situatie). Elke onjuiste toegang die tijdens het beoordelingsproces wordt opgemerkt, wordt direct ingetrokken. Deze controle houdt in dat SOLL- en IST-matrices worden vergeleken door het verantwoordelijk management.;Er is geen vaste manier om te controleren wie toegang heeft tot systemen. We weten niet wat mensen mogen (SOLL), en kijken alleen soms wie wat doet, zonder plan.;We hebben een simpele manier om toegang te controleren, maar die is niet officieel. We kijken af en toe wie veel rechten heeft (zoals leveranciers), maar dat is niet goed geregeld.;We hebben een officieel plan om toegang te controleren, dat is geschreven en vastgelegd. We kijken regelmatig, minstens één keer per jaar, wie wat mag (SOLL) en wie wat echt heeft (IST), en vergelijken dat. Het management keurt dit goed. Als iets niet klopt, halen we de toegang meteen weg. Dit doen we voor iedereen, zodat alles veilig is.;We kijken na elke controle of ons plan goed werkt, en maken het beter als dat nodig is. Dit doen we minstens één keer per jaar, en schrijven op wat we vinden. Zo zorgen we dat toegang altijd past bij wat mensen moeten doen.;We gebruiken systemen die automatisch laten zien als er iets niet klopt met toegang, en halen dat meteen weg. We melden dit aan het schoolbestuur. We controleren ook met data of onze rollen goed gescheiden zijn, en zoeken naar verbeteringen, bijvoorbeeld met speciale technieken (procesmining).
SM.01;Beveiligingsbaselines en richtlijnen voor it-infrastructuur zijn vastgesteld om het risico van ongeoorloofde toegang tot it-middelen te beperken. Beveiligingsbaselines worden formeel vastgelegd, periodiek geactualiseerd en goedgekeurd door het schoolbestuur of de schoolleiding. De verantwoordelijke it-medewerkers worden hiervan op de hoogte gesteld. Ingevoerde beveiligingsinstellingen voor it-middelen worden periodiek beoordeeld op naleving van beveiligingsbaselines. Afwijkingen van de baselines zijn gedocumenteerd en goedgekeurd.;We hebben geen vaste regels (baselines) om onze it-systemen te beveiligen. Iedereen doet maar wat, en we weten niet wie erbij mag.;We hebben een paar simpele regels om onze belangrijkste it-systemen te beveiligen, maar die zijn niet officieel. Als iets anders is dan de regels, schrijven we dat niet op.;We hebben officiële regels (baselines) om onze it-systemen te beveiligen, en die zijn goedgekeurd door het schoolbestuur. Iedereen die met it werkt weet ervan. We kijken regelmatig, minstens één keer per jaar, of alles volgens die regels is ingesteld. Als iets anders is, schrijven we dat op en keuren het goed (of passen het aan). Dit doen we ook voor nieuwe systemen.;We controleren minstens één keer per jaar of onze beveiligingsregels nog goed zijn en passen ze aan als dat nodig is. We zorgen dat alles altijd veilig blijft, ook als er iets nieuws bij komt.;We gebruiken slimme systemen die meteen laten zien of onze it volgens de regels werkt. Als er iets niet klopt, melden we dat direct en maken het goed. Dit houdt alles veilig en up-to-date.
SM.02;Alle gebruikers (intern, extern en tijdelijk) en hun activiteiten op it-systemen moeten uniek en identificeerbaar zijn. Het management is verantwoordelijk voor de periodieke controle van de lijst met actieve id’s in relevante applicaties. Dit is nodig om te bepalen of unieke gebruiker-id’s zijn doorgevoerd, zodat activiteiten traceerbaar zijn. Daarnaast moet het management ervoor zorgen dat algemene- en systeemaccounts geblokkeerd zijn of op andere wijze beschermd zijn. Alle onjuiste of inactieve gebruiker-id’s die tijdens het controleproces worden opgemerkt, worden direct gedeactiveerd.;Er is geen regel over hoe we gebruikers herkennen in onze systemen. We weten niet wie wat doet, en doen zomaar wat als er iets mis is.;We hebben een simpele regel dat iedereen een eigen naam en wachtwoord heeft, en dat is niet officieel. We kunnen zien wat belangrijke mensen doen, en zorgen dat toegang past bij wat ze nodig hebben. Algemene accounts proberen we te beveiligen.;We hebben een officieel beleid dat zegt dat iedereen een eigen id heeft, en dat is goed vastgelegd. Dit geldt voor medewerkers, externen en tijdelijke mensen. We controleren met een naam en wachtwoord (of meer) wie wat doet. Het management kijkt regelmatig, minstens één keer per jaar, of alles klopt. Algemene accounts blokkeren we of beveiligen we goed. Als er iets niet klopt, halen we het meteen weg.;We kijken minstens één keer per jaar of ons beleid goed werkt, en schrijven op wat we vinden. We maken het beter als dat nodig is, bijvoorbeeld met extra beveiliging zoals tweefactorauthenticatie voor belangrijke systemen.;We controleren steeds hoe goed we gebruikers herkennen en beveiligen. Alles wat niet klopt, halen we meteen weg. Dit doen we slim en automatisch, zodat alles veilig en overzichtelijk blijft.
SM.03;Informatiebeveiliging wordt geborgd bij het gebruik van mobiele apparaten en telewerkfaciliteiten. Mobile Device Management, versleuteling en bescherming tegen malware zijn aanwezig om de risico's te beperken.;Er is geen regel over hoe we mobiele apparaten of thuiswerken beveiligen. We weten niet wie wat gebruikt, en gegevens zijn niet veilig.;We hebben een simpele regel dat mobiele apparaten een wachtwoord nodig hebben, maar die is niet officieel. Thuiswerken is beveiligd, en we zorgen dat er geen gegevens op apparaten blijven staan.;We hebben een officieel beleid over hoe we mobiele apparaten en thuiswerken beveiligen, met Mobile Device Management. Dit is geschreven en gedeeld. We beveiligen apparaten tegen virussen, en maken gegevens onleesbaar (versleuteld). Als een apparaat weg is, sluiten we het af. Thuis mogen geen gegevens blijven staan.;We controleren minstens één keer per jaar of ons beleid goed werkt, en schrijven op wat we vinden. We maken het beter als dat nodig is, zodat alles veilig blijft.;We kijken steeds hoe goed onze beveiliging werkt voor mobiele apparaten en thuiswerken. We gebruiken slimme systemen om alles in de gaten te houden en te verbeteren, zodat risico’s altijd klein blijven.
SM.04;Eisen voor logging zijn gedefinieerd op basis van monitoring- en rapportagebehoeften en ingevoerd in systemen, databases en netwerkcomponenten. Logs worden periodiek beoordeeld op indicaties van ongepaste of ongebruikelijke activiteiten en er worden adequate follow-upacties gedefinieerd. Bewaartermijnen van logs en toegangsrechten zijn in lijn met de vereisten van de school.;We hebben geen vaste regels over wat we bijhouden (logging). We kijken alleen soms, zonder plan, of er iets raars gebeurt.;We hebben simpele regels over wat we bijhouden, maar die zijn niet officieel. We kijken af en toe wat er in de logs staat, vooral bij belangrijke systemen, en weten hoe lang we ze bewaren.;We hebben officiële regels over wat we bijhouden in onze systemen, en die passen bij wat we nodig hebben. Dit is vastgelegd en gebaseerd op risico’s. We kijken regelmatig, minstens één keer per jaar, of er iets raars is, en doen dan wat nodig is. We weten hoe lang we logs bewaren en wie erbij mag.;We controleren minstens één keer per jaar of ons loggen goed werkt, en schrijven op wat we vinden. We maken het beter als dat nodig is, en zorgen dat alles klopt met wat we nodig hebben.;We gebruiken slimme systemen (zoals SIEM) die automatisch laten zien als er iets mis is. We kijken steeds hoe goed ons loggen werkt en maken het beter, zodat alles veilig en duidelijk blijft.
SM.05;Implementatie van it-beveiliging wordt proactief getest en bewaakt. It-beveiliging wordt regelmatig getoetst om ervoor te zorgen dat de door de organisatie goedgekeurde baseline voor informatiebeveiliging wordt gehandhaafd. Een log- en bewakingsfunctie maakt vroegtijdige preventie en detectie mogelijk en daardoor tijdige rapportage van ongebruikelijke en/of abnormale activiteiten.;We testen onze it-beveiliging alleen als het toevallig nodig is. Er is geen plan of regel, en we weten niet of alles veilig is.;We hebben een simpele manier om beveiliging te testen, maar die richt zich vooral op kleine delen. We doen soms tests zoals hack-pogingen, maar niet volgens een plan. We kijken achteraf of er iets raars is.;We hebben een officieel plan om onze it-beveiliging te testen en te bewaken, goedgekeurd door het schoolbestuur. We testen regelmatig, minstens één keer per jaar, of alles veilig is volgens onze regels. We doen geplande tests, zoals hack-pogingen, en kijken met logs of er iets mis is. Dit helpt ons om problemen早く te vinden.;We weten precies welke systemen we hebben en hoe riskant ze zijn. We testen alles automatisch en kijken meteen of er iets mis is. We doen ook speciale tests (red-teaming) om te kijken hoe goed we echt zijn. Minstens één keer per jaar maken we ons testproces beter.;Testen zit in alles wat we doen, zoals bij nieuwe systemen of projecten. We gebruiken slimme systemen (zoals SIEM) om altijd te kijken of er gevaren zijn. Dit houdt onze beveiliging sterk en klaar voor alles.
SM.06;Beschikbare patches en/of beveiligingsfixes worden geïnstalleerd in overeenstemming met vooraf vastgesteld en goedgekeurd beleid (inclusief dat voor besturingssystemen, databases en geïnstalleerde applicaties) en aanbevelingen van het Cyber Security Incident Response Team (CSIRT) en/of leveranciers.;Er is geen regel over hoe we updates (patches) doen. We kijken alleen soms naar risico’s en doen het zonder plan.;We hebben een simpele regel over updates, maar die is niet officieel. We doen het als we tijd hebben, maar denken niet altijd aan beveiliging.;We hebben een officieel beleid over hoe we updates doen, en dat is goedgekeurd. Dit geldt voor alle systemen en programma’s. We volgen tips van CSIRT en leveranciers. It-mensen kijken met de hand of alles up-to-date is, en we doen het volgens ons veranderplan.;We kijken minstens één keer per jaar of ons updatebeleid goed werkt, en schrijven op wat we vinden. We doen het meer op basis van risico’s dan alleen omdat het moet, en maken het beter als dat nodig is.;We gebruiken systemen die automatisch laten zien welke updates nodig zijn, en waarschuwen ons. We doen het niet zomaar automatisch, maar kiezen zelf. We sturen het schoolbestuur regelmatig een rapport, zodat zij weten dat alles veilig is.
SM.07;Er is een proces voor threat- en vulnerabilitymanagement ingevoerd om bedreigingen te identificeren en kwetsbaarheden tijdig te detecteren en te verhelpen. Het gaat hierbij om kwetsbaarheden die kunnen leiden tot een verslechtering van de prestaties van of een aanval op bedrijfsmiddelen. Welke aanvalsvectoren cybercriminelen gebruiken, wordt ook beschouwd en er worden maatregelen genomen om blootstelling te verminderen.;Er is geen manier om gevaren of zwakke plekken te vinden. We doen alles met de hand, per systeem, zonder plan.;We hebben een simpele manier om gevaren en zwakke plekken te vinden, maar die is niet officieel. We gebruiken een scanner, maar doen het alleen soms, zonder vast plan.;We hebben een officieel plan om gevaren en zwakke plekken te vinden, samen met CERT. Dit is vastgelegd en gebaseerd op wat we weten over risico’s. We gebruiken een tool die kijkt naar zwakke plekken, met info uit verschillende plekken, en doen dat regelmatig.;We beheren gevaren en zwakke plekken als één geheel, niet apart. We hebben een slim plan dat alles goed checkt, met tests zoals hack-pogingen (penetratietesten). We doen ook speciale tests (red-teaming) en melden hoe het gaat. Minstens één keer per jaar maken we ons plan beter.;Onze it-beveiliging en it-werkers regelen samen hoe we zwakke plekken aanpakken, van begin tot eind. Alles werkt samen, en we passen onze beveiliging meteen aan als er iets nieuws is. We kijken naar hoe we beter kunnen worden, niet alleen naar wat fout is, en houden alles veilig.
SM.08;Interne beheers-, beveiligings- en auditmaatregelen worden ingevoerd tijdens configuratie, integratie en onderhoud van hardware en infrastructuursoftware met het doel om middelen te beschermen en beschikbaarheid en integriteit te waarborgen. Verantwoordelijkheden voor het gebruik van gevoelige infrastructuurcomponenten zijn duidelijk gedefinieerd en bekend bij degenen die infrastructuurcomponenten ontwikkelen en integreren. Het gebruik ervan wordt gecontroleerd en geëvalueerd.;Er is geen plan om onze basis-it (infrastructuur) te beveiligen. We weten dat het belangrijk is, maar doen het niet overal hetzelfde. Er is geen testplek apart.;We hebben een paar vaste manieren om onze basis-it te beveiligen, en weten dat het belangrijk is. Voor sommige plekken hebben we een testplek apart, maar dat is niet overal.;We hebben een officieel en duidelijk plan om onze basis-it te beveiligen, goedgekeurd door het schoolbestuur. Wie wat doet met belangrijke delen is vastgelegd en bekend bij de mensen die het maken en gebruiken. We testen alles goed, zoals hoe het werkt, hoe veilig het is en of het altijd beschikbaar is. Testen en echt gebruik houden we apart, en we doen alles zoals de leverancier zegt.;We schrijven op wat we doen met onderhoud van belangrijke it-delen en kijken dat regelmatig na. Voordat we iets installeren of aanpassen, maken we een back-up. Minstens één keer per jaar controleren we of ons plan goed werkt en maken we het beter als dat nodig is.;We zorgen proactief dat onze basis-it veilig en beschikbaar is, passend bij wat we nodig hebben. We gebruiken slimme systemen (zoals SIEM) om alles altijd in de gaten te houden. Dit zit vast in hoe we onze basis-it beheren, en we weten zeker dat alles goed blijft werken.
SM.09;Een strategie of plan voor het onderhoud aan de infrastructuur is ontwikkeld en borgt dat wijzigingen worden beheerd in overeenstemming met de changemanagementprocedure van de organisatie. Hieronder vallen ook periodieke beoordelingen van organisatiebehoeften, patchmanagement, upgradestrategieën, risico's, beoordeling van kwetsbaarheden en beveiligingseisen.;Er is geen plan om onze basis-it te onderhouden. We doen veranderingen zomaar, zonder strategie, en alleen als er iets mis is.;We hebben een simpele manier om onze basis-it te onderhouden, maar die is niet officieel. We plannen een paar dingen en schrijven soms op hoe systemen werken, maar denken niet aan wat we echt nodig hebben.;We hebben een officieel plan om onze basis-it te onderhouden, goedgekeurd door het schoolbestuur. Dit past bij ons veranderplan en wat we nodig hebben voor ons werk en onze it-strategie. We plannen onderhoud, maken een rooster en schrijven alles op, ook wat leveranciers zeggen over hoe systemen werken.;Ons onderhoudsplan gebruiken we overal en proberen we steeds te hergebruiken. Het is goed geregeld en we denken vooruit. We zorgen dat onze basis-it goed werkt voor ons werk, en controleren minstens één keer per jaar of het plan goed is.;Ons onderhoudsplan kijkt vooruit en past bij ons werk en onze systemen. We controleren steeds wat we nodig hebben, hoe we updates doen, wat de risico’s zijn en hoe we veilig blijven. We gebruiken slimme oplossingen en weten wat er nieuw is, zodat alles goed en goedkoop blijft werken.
SM.10;Er zijn beleid en procedures voor het genereren, veranderen, intrekken, vernietigen, verspreiden, certificeren, opslaan, invoeren, gebruik en de archivering van cryptografische sleutels om de sleutels te beschermen tegen aanpassing en ongeautoriseerde toegang.;Er is geen regel over hoe we beveiligingssleutels (cryptografisch) maken of gebruiken. Iedereen doet maar wat, en we beveiligen ze niet.;We hebben een simpele, informele manier om beveiligingssleutels te regelen, maar die is niet vastgelegd. We proberen ze een beetje te beveiligen, maar dat is niet overal hetzelfde.;We hebben een officieel beleid over hoe we beveiligingssleutels maken, gebruiken en bewaren, en dat is gedeeld met iedereen. We zorgen dat sleutels veilig zijn met speciale maatregelen, zoals versleuteling, en dat niemand ze zomaar kan veranderen of zien.;We kijken minstens één keer per jaar of ons beleid over beveiligingssleutels goed werkt, en schrijven op wat we vinden. We maken het beter als dat nodig is, zodat alles veilig blijft.;We verbeteren ons beleid over beveiligingssleutels steeds na controles. Als er iets niet goed is, melden we dat aan het schoolbestuur. Dit houdt onze sleutels veilig en goed geregeld, en we passen het aan als er iets verandert.
SM.11;Beveiligingstechnieken en bijbehorende beheerprocedures, zoals firewalls, beveiligingsapparatuur, netwerksegmentatie en inbraakdetectie, worden gebruikt voor het autoriseren van toegangs- en besturingsinformatiestromen van en naar netwerken. Er wordt gebruikgemaakt van best practices op dit gebied (bijvoorbeeld NCSC, ISO/IEC, ITSec).;Er is geen beleid over hoe we onze netwerken beveiligen. We doen zomaar wat, zonder plan of goede voorbeelden.;We hebben een simpele regel over netwerkbeveiliging, maar die is niet officieel. We gebruiken een paar manieren om netwerken te beveiligen, maar niet altijd volgens goede voorbeelden.;We hebben een officieel beleid over netwerkbeveiliging, en dat is vastgelegd. We gebruiken technieken zoals firewalls en inbraakdetectie om te controleren wie bij onze netwerken mag en wat ze doen. We volgen goede voorbeelden (zoals NCSC) en zorgen dat gevoelige gegevens veilig over netwerken gaan met versleuteling.;We controleren minstens één keer per jaar of ons netwerkbeleid goed is en of we het echt doen. We schrijven op wat we vinden en maken het beter als dat nodig is, zodat onze netwerken veilig blijven.;We verbeteren ons netwerkbeleid steeds na controles. Als er iets niet goed is, melden we dat aan het schoolbestuur. Dit houdt onze netwerken veilig en klaar voor nieuwe uitdagingen.
SM.12;Preventie-, detectie- en correctiemaatregelen met actuele beveiligingspatches en virusscanning zijn in de hele organisatie aanwezig om informatiesystemen en technologie te beschermen tegen malware, bijvoorbeeld in de vorm van virussen, wormen, spyware, spam.;Er is geen beleid om onze systemen te beschermen tegen virussen. We hebben geen automatische beveiliging of updates tegen virussen.;We hebben een simpele regel over virusbescherming, maar die is niet officieel. We gebruiken antivirussoftware die up-to-date is, en kijken vooral naar inkomende e-mails.;We hebben een officieel beleid over virusbescherming, dat is geschreven en gedeeld. Iedereen weet dat ze dit moeten volgen. We gebruiken automatische antivirussoftware die altijd up-to-date is, en controleren alle e-mails (binnen en buiten) op virussen en spam. We zorgen dat virussen zich niet verspreiden.;We kijken minstens één keer per jaar of onze virusbescherming goed werkt, en of we nieuwe gevaren snel zien. We maken het beter als dat nodig is, zodat alles veilig blijft.;We verbeteren onze virusbescherming steeds na controles. Als er iets niet goed is, melden we dat aan het schoolbestuur. Dit houdt onze systemen veilig en klaar voor nieuwe uitdagingen.
SM.13;Technologie gerelateerd aan beveiliging is bestand gemaakt tegen manipulatie en beveiligingsdocumentatie wordt niet onnodig openbaar gemaakt.;Er is geen speciale manier om onze beveiligingstechnologie te beschermen. We bewaren alles hetzelfde, zonder extra beveiliging.;We hebben een beleid om te zorgen dat een beveiligingsprobleem niet te groot wordt. Dit heeft simpele regels voor hoe we systemen instellen, wie erbij mag en hoe we alles fysiek beveiligen.;Onze beveiligingstechnologie helpt bij sterke wachtwoorden, zoals hoe lang ze moeten zijn en hoe vaak ze veranderen. Toegang tot systemen is goed geregeld en goedgekeurd door de juiste mensen. We zorgen dat niemand zomaar iets kan veranderen.;We schrijven op wie toegang probeert te krijgen, of dat lukt of niet, en wie bij gevoelige bestanden mag. Dit helpt ons om te zien of er iets fout gaat en om dat te stoppen.;Onze systemen maken автоматически rapporten die laten zien als er iets mis is, zoals een aanval via het netwerk. We gebruiken dit om onze beveiliging steeds te verbeteren. Elk jaar kijken we hoe goed alles werkt, zowel fysiek als in onze systemen, en maken we het beter.
PH.01;Voor specifieke (kantoor)ruimtes waarin gevoelige informatie aanwezig is of it-componenten staan, heeft de organisatie fysieke beveiligingsmaatregelen vastgesteld en ingevoerd in overeenstemming met de organisatie-eisen. De toegang tot informatiesystemen wordt hierdoor op passende wijze beperkt en risico’s met betrekking tot diefstal, temperatuur, brand, rook, water, trillingen, terreur, vandalisme, stroomuitval, chemicaliën of explosieven worden effectief voorkomen, gedetecteerd en beperkt. Toegang tot deze ruimtes wordt gemotiveerd, geautoriseerd, geregistreerd en gemonitord. Dit geldt voor alle personen die de ruimten betreden, inclusief medewerkers, tijdelijke medewerkers, leerlingen, leveranciers, bezoekers of welke andere derde partij dan ook.;Er is geen beleid over hoe we ruimtes met gevoelige informatie beveiligen. We zien niet snel als er iets gestolen wordt of kapot gaat, en doen het zonder plan.;We hebben een paar simpele regels over hoe we ruimtes beveiligen, maar die zijn niet officieel en gelden niet overal. Als iemand iets fout doet, merken we dat niet altijd op.;We hebben een officieel beleid over hoe we ruimtes met gevoelige info of it beveiligen, gebaseerd op risico’s. Dit is geschreven en gedeeld. We hebben systemen om te zorgen dat alleen de juiste mensen binnen mogen, zoals medewerkers, leerlingen en leveranciers. We voorkomen en zien gevaren zoals diefstal, brand of stroomuitval, en doen er wat aan. Dit geldt vanaf het begin als we een ruimte maken, en we weten wie wat doet.;Ons beleid zorgt ook dat spullen en mensen veilig zijn buiten onze locatie. Het management kijkt regelmatig, minstens één keer per jaar, of alles goed werkt en past bij onze regels. We weten hoe we alles weer goed maken als er iets misgaat, en controleren dit soms.;We hebben een lang plan om onze ruimtes goed te houden, dat past bij onze it. We weten precies welke ruimtes we hebben en hoe riskant ze zijn. We melden elk jaar aan het schoolbestuur hoe het gaat, en kijken of ons beleid nog goed is. Dit maken we beter en keuren het opnieuw goed.
PH.02;Procedures worden vastgesteld en gevolgd om toegang en noodtoegang tot kritieke it-ruimtes of datacenters (zoals locaties, gebouwen en ruimten) toe te staan, te beperken en in te trekken, afhankelijk van organisatiebehoeften. Adequate beveiligingsmaatregelen, zoals een slot op deur of een toegangssysteem met kaartsleutel of cijferslot, worden gebruikt om fysieke toegang tot computerfaciliteiten waarin zich belangrijke applicaties bevinden te beperken.;Er is geen vaste manier om te regelen wie in onze it-ruimtes mag. Iedereen kan zomaar binnenlopen, en we doen niets speciaals om het te beveiligen.;We hebben een simpele manier om te zorgen dat niet iedereen in onze it-ruimtes komt, maar die is niet officieel. We weten wat we willen beveiligen, maar doen het niet goed vastgelegd.;We hebben een officieel plan om te regelen wie in onze it-ruimtes mag, en dat doen we overal. We gebruiken sloten of kaartsleutels om te zorgen dat alleen de juiste mensen binnenkomen, gebaseerd op hun werk. We houden bij wie wat mag en zorgen dat het up-to-date is. Bezoekers, zoals leveranciers, schrijven we op.;We controleren streng wie er in onze it-ruimtes komt en of iemand iets fout doet. We gebruiken vaste manieren om alles veilig te houden, en het management kijkt minstens één keer per jaar of het goed werkt. We weten precies hoe goed alles is.;We kijken steeds wie er in onze it-ruimtes komt met slimme systemen. We beheren alles op afstand en doen onderhoud op vaste tijden. Onze plannen passen bij wat we nodig hebben, en het management maakt het steeds beter met duidelijke doelen.
